category,message,processed_text,target
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,let know details fri u find cos im tom mentionned thanks,0
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook,1
ham,How come i din c ü... Yup i cut my hair...,come din c yup cut,0
ham,Don know..wait i will check it.,check,0
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns told adore hope remember thank sister law meatballs grins love babe,0
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quite tiring uni starts today ok cos im taking modules jus concentrating final yr,0
ham,Sac will score big hundred.he is set batsman:-),sac score big set batsman,0
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sports fans get latest sports news str ur mobile wk free plus free tone txt sport norm txtp,1
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",u reckon need arrange transport u cant thanks,0
ham,Tension ah?what machi?any problem?,tension ahwhat machiany problem,0
ham,Can do lor...,,0
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",noe u wana pei bf oso k lor days,0
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,pen thing beyond wont biro dont masters cant ever,0
ham,Wat time do u wan 2 meet me later?,wat time u wan meet later,0
ham,But if she.s drinkin i'm ok.,drinkin im,0
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain drunken,0
ham,Check audrey's status right now,check audreys status right,0
ham,When did you get to the library,get library,0
ham,We'll join the  &lt;#&gt;  bus,well join ltgt bus,0
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows birthday fifteen minutes far youre concerned,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,private account statement shows unredeemed call identifier code expires,1
ham,You also didnt get na hi hi hi hi hi,also didnt get na hi hi hi hi hi,0
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",make squeezed ltgt bucks dad,0
ham,I accidentally deleted the message. Resend please.,accidentally deleted resend,0
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,wrong phone phone answer one assume people dont well,0
ham,Lol for real. She told my dad I have cancer,lol told dad cancer,0
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk ur fone weekly new tone reply tonesu original n tones gbp network operator rates apply,1
ham,What time. I‘m out until prob 3 or so,im prob,0
ham,HAPPY NEW YEAR MY NO.1 MAN,happy new year man,0
ham,I hope you know I'm still mad at you.,hope know im still mad,0
ham,Yes princess! I want to catch you with my big strong hands...,yes princess want catch big strong,0
ham,No da..today also i forgot..,also,0
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money r lucky winner claim prize text money million give away pptxnormal text rate box wtjy,1
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,enjoy watching playing football anything,0
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni,0
ham,get ready to moan and scream :),get ready moan scream,0
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free get rayman golf free games st get ur games reply post save press key termsapply,1
ham,Dear how you. Are you ok?,dear ok,0
ham,Happy birthday... May all ur dreams come true...,happy may ur dreams come,0
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work den plus u workin oso den go orchard lor place go,0
ham,"Ask g or iouri, I've told the story like ten times already",ask g iouri ive told story like ten times already,0
ham,Ok how you dear. Did you call chechi,ok call chechi,0
ham,"I'm home, my love ... If your still awake ... *loving kiss*",im home love still awake loving kiss,0
ham,K I'll take care of it,k ill take care,0
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg teacoffee,0
ham,Gudnite....tc...practice going on,going,0
ham,Then why you not responding,responding,0
ham,Ok then no need to tell me anything i am going to sleep good night,ok need tell anything going sleep good night,0
ham,"4 tacos + 1 rajas burrito, right?",tacos rajas burrito right,0
ham,Pls speak to that customer machan.,pls speak customer,0
ham,TELL HER I SAID EAT SHIT.,tell said eat,0
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns friends staying whole show wont back til ltgt feel free go ahead smoke ltgt worth,0
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,cant tmr haha,0
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left early check cos im working,0
ham,Yep then is fine 7.30 or 8.30 for ice age.,yep fine ice,0
ham,Mm that time you dont like fun,mm time dont like fun,0
ham,"Sorry, I'll call later In meeting.",sorry ill call later,0
ham,You were supposed to wake ME up &gt;:(,supposed wake gt,0
ham,S but mostly not like that.,mostly like,0
ham,I am in bus on the way to calicut,bus way calicut,0
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works gets work house meet u,0
ham,Take us out shopping and Mark will distract Isaiah.=D,take us shopping mark distract,0
ham,"K I'm leaving soon, be there a little after 9",k im leaving soon little,0
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats either raglan rd edward behind cricket gimme ring ur closeby see,0
ham,Ok...,,0
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe hows going ever figure going new years,0
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,1
ham,There's no point hangin on to mr not right if he's not makin u happy,theres point hangin mr right hes makin u happy,0
ham,I'm good. Have you registered to vote?,im registered vote,0
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone ur mob every week txt nok st tone free get txtin tell ur reply hl info,1
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),sell well tons sell coins someone thru voila money back life pockets,0
ham,Why tired what special there you had,tired special,0
ham,Still in customer place,still customer place,0
ham,I will see in half an hour,see half hour,0
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,havent planning buy check already lido got show e u finish work already,0
ham,Booked ticket for pongal?,booked ticket pongal,0
ham,Me fine..absolutly fine,fine,0
ham,Ho ho - big belly laugh! See ya tomo,ho ho big belly laugh see ya tomo,0
ham,Omg how did u know what I ate?,omg u know ate,0
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),im really sorry wont b able u find yr terms going ok,0
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,gentle baby soon taking ltgt inches deep inside tight,0
ham,Wanna do some art?! :D,wanna art,0
ham,How will I creep on you now? ;_;,creep,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week wife didnt wish parents forgot n kids went even colleagues,0
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",contacted dating service someone know find call land line poboxwtgp,1
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain rights demand trying husband see,0
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask nothing problem thing told,0
ham,Ugh just got outta class,ugh got outta class,0
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungry buy food good mum n yun dun wan juz buy little,0
ham,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal,0
ham,"Ok., is any problem to u frm him? Wats matter?",problem u frm wats matter,0
ham,Nice.nice.how is it working?,working,0
ham,Please leave this topic..sorry for telling that..,please leave telling,0
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",freeday sexy st georges day pic jordantxt pic dont miss every wk saucy celeb pics c wk,1
ham,Oh k. . I will come tomorrow,oh come tomorrow,0
ham,It took Mr owl 3 licks,took mr owl licks,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleeping bag im getting tired,0
ham,At what time are you coming.,time,0
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u tel shall work tomorrow,0
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password use wap phone,1
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos pick ill swing usf little bit,0
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,awarded sipix digital camera call delivery within cs yr p,1
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry u unsubscribe mob offer package min term weeks pls resubmit request reply themob help info,1
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collect message call,1
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo im way shes making tortilla yummmm,0
ham,Go chase after her and run her over while she's crossing the street,go chase run shes crossing street,0
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life without fast u searching medont lm always disturb,0
ham,K k pa Had your lunch aha.,k k pa lunch,0
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",yes obviously eggspert potato head speak soon,0
ham,Dunno y u ask me.,dunno u ask,0
ham,Anything...,,0
ham,So when do you wanna gym?,wanna gym,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,How many times i told in the stage all use to laugh. You not listen aha.,many times told stage use listen,0
ham,Ok set let u noe e details later...,ok set let u noe e details,0
ham,I am going to sleep. I am tired of travel.,going tired,0
ham,Can not use foreign stamps in this country.,use foreign stamps,0
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party days week study lightly think need draw custom checkboxes know hardcore,0
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe misss youuuuu go teach class,0
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,really need shit tomorrow know wont awake like,0
ham,Have you laid your airtel line to rest?,laid airtel line rest,0
ham,Do have a nice day today. I love you so dearly.,nice day love,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,Then anything special?,anything special,0
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,luv u soo much u dont understand special u r ring u morrow luv u xxx,0
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,trying figure im suppose see couple different people said wed get together didnt set dates,0
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,private account statement shows unredeemed call identifier code expires,1
ham,Hey what's up charles sorry about the late reply.,hey whats charles sorry late,0
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,waiting e car dats bored cos wait outside got nothing home stuff watch tv,0
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders chance win orig arcade game press games arcade std wap charge see terms purchase,1
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed,1
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",yet wat abt tht guy stopped irritating msging,0
ham,"You aren't coming home between class, right? I need to work out and shower!",arent coming home class right need work shower,0
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send mind ltgt times per night,0
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",call unable lets meet bhaskar deep,0
ham,Pls i wont belive god.not only jesus.,pls wont belive,0
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,test appreciate call,0
ham,Alright took the morphine. Back in yo.,alright took back,0
ham,I think it's all still in my car,think still car,0
ham,You still at grand prix?,still grand prix,0
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,0
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting,0
ham,Wewa is 130. Iriver 255. All 128 mb.,wewa iriver,0
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renewed charged choose polys billing msg,1
ham,Whom you waited for yesterday,waited yesterday,0
ham,Take some small dose tablet for fever,take small dose tablet fever,0
ham,What time you thinkin of goin?,time thinkin goin,0
ham,Normally i use to drink more water daily:),normally use drink water daily,0
ham,"Pity, * was in mood for that. So...any other suggestions?",pity mood suggestions,0
ham,Oh...i asked for fun. Haha...take care. ü,asked,0
ham,I'm glad. You are following your dreams.,im following,0
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura im expecting battery pls send message download thanks,0
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin friends room text youre way,0
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories,0
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult singles txt chat,1
ham,In which place do you want da.,place want,0
ham,Good morning princess! Have a great day!,good morning princess great day,0
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw gift voucher b entered receipt correct elvis presleys birthday txt answer,1
ham,Otherwise had part time job na-tuition..,otherwise part time job,0
ham,I could ask carlos if we could get more if anybody else can chip in,could ask carlos could get anybody else chip,0
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",yeh def something satjust got payedday havbeen given pay rise work havebeen made preschoolcoordinator feelingood luv,0
ham,Congrats kano..whr s the treat maga?,congrats treat maga,0
ham,I am 6 ft. We will be a good combination!,good combination,0
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,happy new dont mean intrude pls let know much tuition paid last semester much semester thanks,0
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol printed forum post guy exact prob fixed gpu hopefully dont ignore,0
ham,I've reached sch already...,ive reached sch,0
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better gary would freak knew,0
ham,You will go to walmart. I.ll stay.,go,0
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,u want join sts later meeting call u,0
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talking please dont forget pix want see,0
ham,Umma. Did she say anything,say anything,0
ham,"They can try! They can get lost, in fact. Tee hee",try get lost tee hee,0
ham,Ok no prob... I'll come after lunch then...,ok ill come lunch,0
ham,at bruce b downs &amp; fletcher now,bruce b downs amp fletcher,0
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,also fuck family going rhode island wherever fuck leaving alone week new bong gt,0
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tells chocolate melt please dont walk bcozi dont want loss sweet,0
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec breaking ltgt cstore,0
ham,Glad to see your reply.,glad see,0
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",forget tell want need crave love sweet arabian steed mmmmmm yummy,0
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,hi birth lb mother baby,0
ham,Went to ganesh dress shop,went ganesh dress shop,0
spam,PRIVATE! Your 2003 Account Statement for 078,private account statement,1
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ask dad pick wan stay,0
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar double check wif da hair dresser already said wun cut v said cut look,0
ham,"Alright if you're sure, let me know when you're leaving",alright youre sure let know youre leaving,0
ham,Don know. I did't msg him recently.,didt msg,0
ham,thanks for the temales it was wonderful. Thank. Have a great week.,thanks temales great,0
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private account statement shows unredeemed bonus claim call identifier code expires,1
ham,"K I'm ready,  &lt;#&gt; ?",k im ready ltgt,0
ham,So what u doing today?,u today,0
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,want change field quickly dai wanna get system administrator network,0
ham,No. Thank you. You've been wonderful,thank youve wonderful,0
ham,Want to send me a virtual hug?... I need one,want send virtual need one,0
ham,No da if you run that it activate the full version da.,da run activate full version,0
ham,"Yep, by the pretty sculpture",yep pretty sculpture,0
ham,Can ü call me at 10:10 to make sure dat i've woken up...,call make sure dat ive woken,0
ham,"Whatever, juliana. Do whatever you want.",whatever whatever,0
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds u congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs,1
ham,No probably  &lt;#&gt; %.,probably ltgt,0
ham,Hey whats up? U sleeping all morning?,hey whats u sleeping morning,0
ham,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess,0
ham,Yes.. now only saw your message..,saw,0
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile months u r entitled update latest colour mobiles camera free call mobile update co free,1
ham,Yes there were many sweets,yes many sweets,0
ham,Total video converter free download type this in google search:),total video converter free download type google search,0
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,hey u fancy meetin cha hav lil beverage txt ring meet quite tired got love pete x x x,0
ham,"Haha better late than ever, any way I could swing by?",haha better late ever way could swing,0
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",erm ill pick thatll give enough time get park,0
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day,0
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",ac blind date u rodds aberdeen united check acwicmbcktzr blind dates send hide,1
ham,And by when you're done I mean now,youre done mean,0
ham,And popping &lt;#&gt; ibuprofens was no help.,popping ltgt ibuprofens,0
ham,Good night. Am going to sleep.,good going,0
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap boxnqp ppm,1
ham,Y bishan lei... I tot ü say lavender? ,bishan tot say lavender,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life means lot love life love people life world calls friends call,0
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",jus hope true missin cos im really missin havent done anything feel guilty,0
ham,Must come later.. I normally bathe him in da afternoon mah..,must come normally bathe da afternoon,0
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,must walk cannot take cousin said walk vic market hotel,0
ham,Later i guess. I needa do mcat study too.,later needa mcat study,0
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,lol grr mom taking forever pharmacy like minutes,0
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,li bored da lecturer repeating last weeks stuff waste,0
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",congratulations thanks good friend u xmas claim easy call p per,1
ham,Bring it if you got it,bring got,0
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile ltgt added contact list great place send free sms people visit,0
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,reason weve spoken year anyways great week best exam,0
ham,Dont know you bring some food,dont know bring food,0
ham,Si si. I think ill go make those oreo truffles.,si think ill go make oreo,0
ham,Thank you. I like you as well...,thank like,0
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",wasnt well babe swollen glands throat end,0
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc,1
ham,it's really getting me down just hanging around.,really getting hanging,0
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad gymnastics class wanna take site says christians class,0
ham,Dont put your phone on silent mode ok,dont put phone silent mode ok,0
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",wishing family merry x mas happy new year,0
ham,Are there TA jobs available? Let me know please cos i really need to start working,ta jobs available let know please cos really need start working,0
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,said ive got wisdom teeth hidden inside n mayb need,0
ham,What u talking bout early morning? It's almost noon where your at!,u talking bout early morning almost noon,0
ham,Are you this much buzy,much buzy,0
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice people spend time earning money money spent spending time good keep smiling,0
ham,Reverse is cheating. That is not mathematics.,reverse,0
ham,Yes. that will be fine. Love you. Be safe.,love,0
ham,Neshanth..tel me who r u?,r u,0
ham,Did you get any gift? This year i didnt get anything. So bad,get gift year didnt get bad,0
ham,Keep my payasam there if rinu brings,keep payasam rinu brings,0
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,r stayin extra week back next rugby weekend hi c u soon,0
ham,i can call in  &lt;#&gt;  min if thats ok,call ltgt min thats ok,0
ham,Thanks for understanding. I've been trying to tell sura that.,thanks ive trying tell sura,0
ham,In e msg jus now. U said thanks for gift.,e msg jus u said thanks,0
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today song dedicated song u dedicate send ur valuable frnds first rply,0
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare wont tell anything hear wont talk,0
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,u missed u havent much bit bored holiday want go bak college sad isnt itxx,0
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle melle oru minnaminunginte nurungu vettam set callertune press copy friends callertune,0
ham,Well its not like you actually called someone a punto. That woulda been worse.,well like actually called someone woulda,0
ham,Lovely smell on this bus and it ain't tobacco... ,lovely smell bus aint,0
ham,Ya very nice. . .be ready on thursday,ya ready thursday,0
ham,Now get step 2 outta the way. Congrats again.,get step outta congrats,0
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,date sunday,0
ham,Just getting back home,getting back home,0
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen psxtra lrg portions please,0
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,dont look back building coat dont want get hurry home wear coat gym,0
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",storming msg wen u lift phne u say hello u knw wt real meaning hello name u knw dat girl margaret hello girlfrnd f grahmbell invnted moralone get name person bt g n g h,0
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",cool let know kicks around ltgt ill day,0
ham,Same to u...,,0
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi moved pub would great c u u cud come,0
ham,I am in tirupur.  call you da.,call,0
ham,You will be in the place of that man,place man,0
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe goes day miss already love loving kiss hope everything goes,0
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parents kidz friends n surprise waiting,0
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider walls bunkers shit important never play peaceful guess place high enough dont matter,0
ham,"Ya tel, wats ur problem..",ya tel wats ur,0
ham,"whatever, im pretty pissed off.",whatever im pretty pissed,0
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz dont cum times infront wise trust good,0
ham,What should i eat fo lunch senor,eat fo lunch senor,0
ham,I have to take exam with march 3,take exam march,0
ham,I dont understand your message.,dont understand,0
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls whats full name jokes school cos fees university florida seem actually ltgt pls holla back,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesages thats sorry hurts,0
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,dont put stuff roads keep getting slippery,0
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",many people seems special first sight remain special till last maintain till life take cr da,0
ham,Dear are you angry i was busy dear,dear angry busy dear,0
ham,K still are you loving me.,k still loving,0
